Time_hh:mm:ss,Date,Line,Timestamp__ms_,Total_field_anomaly__nT_,Longitude__°_,Latitude__°_,Easting,Northing,Altitude__m_
2022-10-07 16:50:00,2022-10-07,4,31799554,41698.495,101.883457358122,4.59450321936989,819966.68478,508486.91777,491.9
2022-10-07 16:50:01,2022-10-07,4,31800554,41697.094,101.883457609059,4.59452555858084,819966.70268,508489.39031,493.2
2022-10-07 16:50:02,2022-10-07,4,31801554,41694.65,101.8834576773,4.59454750088144,819966.70046,508491.81883,494.4
2022-10-07 16:50:03,2022-10-07,4,31802554,41695.522,101.883457401546,4.5945691573414,819966.66016,508494.21557,494.8
2022-10-07 16:50:04,2022-10-07,4,31803554,41694.176,101.883457057912,4.59459094795605,819966.61227,508496.62712,494.9
2022-10-07 16:50:05,2022-10-07,4,31804554,41692.989,101.88345686425,4.59461285695937,819966.58097,508499.05185,494.9
2022-10-07 16:50:06,2022-10-07,4,31805554,41691.853,101.883457014022,4.59463458354073,819966.58791,508501.45653,494.9
2022-10-07 16:50:07,2022-10-07,4,31806554,41690.776,101.883457297012,4.59465570157973,819966.6099,508503.79393,495.0
2022-10-07 16:50:08,2022-10-07,4,31807554,41689.744,101.883457589178,4.59467603485185,819966.63327,508506.04447,495.0
2022-10-07 16:50:09,2022-10-07,4,31808554,41689.352,101.883457845671,4.59469560499092,819966.65302,508508.21054,495.0
2022-10-07 16:50:10,2022-10-07,4,31809554,41689.155,101.883458071213,4.59471475302462,819966.66952,508510.32988,495.0
2022-10-07 16:50:11,2022-10-07,4,31810554,41689.138,101.883458361882,4.59473415032507,819966.69314,508512.47683,495.1
2022-10-07 16:50:12,2022-10-07,4,31811554,41692.151,101.883458743193,4.59475473610954,819966.72629,508514.75537,495.1
2022-10-07 16:50:13,2022-10-07,4,31812554,41692.765,101.883459190404,4.59477890768212,819966.76516,508517.43079,495.1
2022-10-07 16:50:14,2022-10-07,4,31813554,41693.22900000001,101.88345962449,4.59480832129358,819966.80024,508520.68638,495.2
2022-10-07 16:50:15,2022-10-07,4,31814554,41694.452000000005,101.883460251695,4.59484323938081,819966.8543,508524.55127,495.2
2022-10-07 16:50:16,2022-10-07,4,31815554,41694.945,101.883460986712,4.59488398963195,819966.91773,508529.06169,495.2
2022-10-07 16:50:17,2022-10-07,4,31816554,41695.015,101.883461552107,4.59493055194058,819966.95973,508534.21529,495.3
2022-10-07 16:50:18,2022-10-07,4,31817554,41695.255,101.883461887199,4.59498211223119,819966.97392,508539.92195,495.3
2022-10-07 16:50:19,2022-10-07,4,31818554,41691.285,101.883461966197,4.59503347610029,819966.95975,508545.60676,495.4
2022-10-07 16:51:32,2022-10-07,5,31891751,41724.215,101.883715278946,4.59517784328171,819995.02804,508561.69833,479.8
2022-10-07 16:51:33,2022-10-07,5,31892551,41718.963,101.883715337473,4.59515700804674,819995.04385,508559.39239,480.2
2022-10-07 16:51:34,2022-10-07,5,31893551,41713.13,101.883715609395,4.59513332683326,819995.08463,508556.77156,481.1
2022-10-07 16:51:35,2022-10-07,5,31894551,41711.926,101.883716078476,4.59511383781694,819995.14543,508554.61479,482.1
2022-10-07 16:51:36,2022-10-07,5,31895551,41712.757,101.883716553342,4.59509886089807,819995.20486,508552.95741,483.5
2022-10-07 16:51:37,2022-10-07,5,31896551,41714.166000000005,101.883717173455,4.59508725293858,819995.27891,508551.67296,484.4
2022-10-07 16:51:38,2022-10-07,5,31897551,41717.521,101.883717696201,4.59507695569366,819995.34156,508550.53353,485.5
2022-10-07 16:51:39,2022-10-07,5,31898551,41721.645000000004,101.883717863233,4.59506499453256,819995.36546,508549.20979,486.6
2022-10-07 16:51:40,2022-10-07,5,31899551,41718.352,101.883717661771,4.59504851023347,819995.35045,508547.38528,486.8
2022-10-07 16:51:41,2022-10-07,5,31900551,41719.935,101.883717339131,4.59502671404678,819995.32435,508544.97281,487.5
2022-10-07 16:51:42,2022-10-07,5,31901551,41721.494,101.883716679671,4.59500076656088,819995.2627,508542.10074,488.6
2022-10-07 16:51:43,2022-10-07,5,31902551,41724.663,101.883716233067,4.59497251493444,819995.22572,508538.97375,489.6
2022-10-07 16:51:44,2022-10-07,5,31903551,41725.975,101.883716345176,4.59494344790891,819995.25115,508535.75676,490.4
2022-10-07 16:51:45,2022-10-07,5,31904551,41727.041000000005,101.883716488442,4.59491386477891,819995.28027,508532.48267,490.9
